Account Name,PTB Score,Segment,RVP,AE,City,State,Sub-Sector,Lat,Lon,AE_Layer
ARMY RETIREMENT RESIDENCE SUPPORTING FOUNDATION,3,MM,Bryan Rees,Taylor Hernandez,San Antonio,TX,Associations and Unions,29.4246002,-98.4951405,Mid-Market
American Indians in Texas at the Spanish Colonial Missions,5,ESB,Mark Baxter,Hannah Kabakoff,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Small Business
"American Leadership Forum, Houston/Gulf Coast",2,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
American Marketing Association Houston,2,GRB,Salma Ferdowsi,James Coburn,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
American Payroll Association (dba PayrollOrg),3,GRB,Salma Ferdowsi,James Coburn,San Antonio,TX,Associations and Unions,29.4246002,-98.4951405,Small Business
Amigos da las Americas (DUP),1,MM,Michael Shroff,Alexis Casby,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Mid-Market
Amigos de las Americas,2,MM,Michael Shroff,Alexis Casby,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Mid-Market
Assistance Center of Collin County,1,ESB,Mark Baxter,Hannah Kabakoff,Plano,TX,Associations and Unions,33.0136764,-96.6925096,Small Business
Association for Materials Protection and Performance,3,MM,Michael Shroff,Alexis Casby,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Mid-Market
Association for Materials Protection and Performance (DUPL),1,MM,Michael Shroff,Alexis Casby,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Mid-Market
Austin Explore Inc.,2,ESB,Mark Baxter,Hannah Kabakoff,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Small Business
Austin YMBL Sunshine Camps,4,GRB,Salma Ferdowsi,James Coburn,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Small Business
BCFS Education Services,1,MM,Bryan Rees,Jeffrey Goldstein,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Mid-Market
Bayou City Waterkeeper,3,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
Be A Champion Inc,1,MM,Michael Shroff,Alexis Casby,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Mid-Market
"Beta Upsilon Chi, Inc.",1,ESB,Mark Baxter,Hannah Kabakoff,Fort Worth,TX,Associations and Unions,32.753177,-97.3327459,Small Business
Betty Hardwick Center (formerly: Abilene Regional Mental Health Mental Retardation Center),1,MM,Bryan Rees,Taylor Hernandez,Abilene,TX,Associations and Unions,32.44645,-99.7475905,Mid-Market
Bible Study Fellowship International,5,MM,Bryan Rees,Taylor Hernandez,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Mid-Market
Blue Bird Circle,1,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
Blue Pilot Fund,1,ESB,Mark Baxter,Hannah Kabakoff,Keller,TX,Associations and Unions,32.9299655,-97.2271249,Small Business
"Boy Scouts Of America, Alamo Area Council",4,ENTR,Rebecca Temple,Justin Simon,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,
Boy Scouts of America,4,ENTR,Rebecca Temple,Justin Simon,Irving,TX,Membership Organizations,32.8295183,-96.9442177,
Boy With A Ball Ministries,1,GRB,Salma Ferdowsi,James Coburn,Converse,TX,Membership Organizations,29.5180081,-98.3161241,Small Business
Boys & Girls Club of Greater Tarrant County,3,ENTR,JUSTIN SCHUMER,Merrill Oakes,Fort Worth,TX,Associations and Unions,32.753177,-97.3327459,
Boys & Girls Clubs of Cooke County,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Gainesville,TX,Membership Organizations,33.6258504,-97.1332963,
Boys & Girls Clubs of Greater Dallas,4,ENTR,JUSTIN SCHUMER,Merrill Oakes,Dallas,TX,Associations and Unions,32.7762719,-96.7968559,
CAMP FIRE FIRST TEXAS,3,MM,Bryan Rees,Taylor Hernandez,Fort Worth,TX,Membership Organizations,32.753177,-97.3327459,Mid-Market
CAMP FOR ALL FOUNDATION,1,MM,Bryan Rees,Taylor Hernandez,Burton,TX,Membership Organizations,30.1821602,-96.5955277,Mid-Market
CNM,1,ESB,Mark Baxter,Hannah Kabakoff,Dallas,TX,Associations and Unions,32.7762719,-96.7968559,Small Business
COMMUNITIES IN SCHOOLS SAN ANTONIO INC,3,MM,Bryan Rees,Jeffrey Goldstein,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Mid-Market
Camp Cho-Yeh,1,MM,Michael Shroff,Megan Linaugh,Livingston,TX,Membership Organizations,30.711029,-94.9329898,Mid-Market
Camp Fire Central Texas,1,GRB,Salma Ferdowsi,James Coburn,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Small Business
Camp Fire Panhandle Plains Council,1,ESB,Mark Baxter,Hannah Kabakoff,Amarillo,TX,Membership Organizations,35.20729,-101.8371192,Small Business
"Capitol Area Council, BSA",4,MM,Bryan Rees,Jeffrey Goldstein,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Mid-Market
Childrens Hospital of San Antonio Foundation,1,GRB,Salma Ferdowsi,James Coburn,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Small Business
Cho-Yeh Camp and Conference Center,1,MM,Michael Shroff,Megan Linaugh,Livingston,TX,Membership Organizations,30.711029,-94.9329898,Mid-Market
"Ciudad Nueva Community Outreach, Inc.",1,ESB,Mark Baxter,Hannah Kabakoff,El Paso,TX,Membership Organizations,31.7601164,-106.4870404,Small Business
Combined Arms,4,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
"Communities In Schools Of North Texas, Inc.",1,MM,Bryan Rees,Jeffrey Goldstein,Lewisville,TX,Membership Organizations,33.046233,-96.994174,Mid-Market
"Communities In Schools Of South Central Texas, Inc.",3,GRB,Salma Ferdowsi,James Coburn,New Braunfels,TX,Membership Organizations,29.7028266,-98.1257348,Small Business
Communities In Schools of the Dallas Region,3,MM,Michael Shroff,Megan Linaugh,Dallas,TX,Membership Organizations,32.7762719,-96.7968559,Mid-Market
Comp-U-Dopt,5,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
Concrete Pipe Association,1,ESB,Mark Baxter,Hannah Kabakoff,Irving,TX,Associations and Unions,32.8295183,-96.9442177,Small Business
Consumer Energy Alliance,2,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
Coreluv International,1,MM,Michael Shroff,Alexis Casby,Willis,TX,Membership Organizations,30.4241219,-95.4796587,Mid-Market
Council on At-Risk Youth,1,ESB,Mark Baxter,Hannah Kabakoff,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Small Business
DFW Alliance of Technology and Women,5,MM,Michael Shroff,Megan Linaugh,Dallas,TX,Associations and Unions,32.7762719,-96.7968559,Mid-Market
"DOWNTOWN FORT WORTH, INC.",1,ESB,Mark Baxter,Hannah Kabakoff,Fort Worth,TX,Membership Organizations,32.753177,-97.3327459,Small Business
DRUG PREVENTION RESOURCES INC,1,ESB,Mark Baxter,Hannah Kabakoff,Dallas,TX,Membership Organizations,32.7762719,-96.7968559,Small Business
Daedalians,2,ESB,Mark Baxter,Hannah Kabakoff,Universal City,TX,Associations and Unions,29.5480071,-98.2911235,Small Business
Dallas Afterschool Network,3,GRB,Salma Ferdowsi,James Coburn,Dallas,TX,Membership Organizations,32.7762719,-96.7968559,Small Business
Dallas/Fort Worth Chapter of the American Marketing Association,1,MM,Michael Shroff,Megan Linaugh,Richardson,TX,Associations and Unions,32.9481789,-96.7297206,Mid-Market
Delta Delta Delta University of Kansas,3,MM,Michael Shroff,Megan Linaugh,"Dallas,",TX,Associations and Unions,32.7762719,-96.7968559,Mid-Market
DiscoverU,2,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
Down Syndrome Association of Central Texas,3,GRB,Salma Ferdowsi,James Coburn,,TX,Associations and Unions,,,Small Business
EX STUDENTS ASSOCIATION OF THE,3,GRB,Salma Ferdowsi,James Coburn,Austin,TX,Associations and Unions,30.2711286,-97.7436995,Small Business
Eagle Scout Association - Houston,3,MM,Michael Shroff,Alexis Casby,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Mid-Market
Education Francaise Greater Houston,1,GRB,Salma Ferdowsi,James Coburn,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
Elevation Education,1,GRB,Salma Ferdowsi,James Coburn,Sugarland,TX,Membership Organizations,29.6000008,-95.6230734,Small Business
Eyes On Me Inc,1,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
FORTRESS YOUTH DEVELOPMENT CENTER INC,1,GRB,Salma Ferdowsi,James Coburn,Fort Worth,TX,Membership Organizations,32.753177,-97.3327459,Small Business
First Tee Piney Woods,4,GRB,Salma Ferdowsi,James Coburn,Longview,TX,Associations and Unions,32.5007031,-94.74049,Small Business
"Flying Musicians Association, Inc.",1,MM,Bryan Rees,Taylor Hernandez,Fort Worth,TX,Membership Organizations,32.753177,-97.3327459,Mid-Market
Foundation Communities,5,MM,Bryan Rees,Taylor Hernandez,Austin,TX,Associations and Unions,30.2711286,-97.7436995,Mid-Market
GIRL SCOUTS OF GREATER SOUTH TEXAS,3,ENTR,Tricia Lane,William Hranchak,Harlingen,TX,Membership Organizations,26.1907543,-97.6960599,Enterprise
GIRL SCOUTS OF NORTHEAST TEXAS,3,ENTR,Tricia Lane,William Hranchak,Dallas,TX,Membership Organizations,32.7762719,-96.7968559,Enterprise
GIRL SCOUTS OF SAN JACINTO COUNCIL,4,ENTR,Tricia Lane,William Hranchak,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Enterprise
GIRL SCOUTS OF SOUTHWEST TEXAS,1,ENTR,Tricia Lane,William Hranchak,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Enterprise
GIRL SCOUTS OF TEXAS OKLAHOMA PLAINS INC,1,ENTR,Tricia Lane,William Hranchak,Fort Worth,TX,Membership Organizations,32.753177,-97.3327459,Enterprise
GIRL SCOUTS OF THE DESERT SOUTHWEST SOUTHERN NEW MEXICO & W TEXAS INC,1,ENTR,Tricia Lane,William Hranchak,El Paso,TX,Membership Organizations,31.7601164,-106.4870404,Enterprise
GO! AUSTIN / VAMOS! AUSTIN,1,ESB,Mark Baxter,Hannah Kabakoff,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Small Business
GREEN BERET FOUNDATION,2,ESB,Mark Baxter,Hannah Kabakoff,San Antonio,TX,Associations and Unions,29.4246002,-98.4951405,Small Business
Generation Serve,2,ESB,Mark Baxter,Hannah Kabakoff,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Small Business
Girl Scouts Of Central Texas Inc.,4,ENTR,Tricia Lane,William Hranchak,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Enterprise
"Global Renewal, Inc",3,GRB,Salma Ferdowsi,James Coburn,Frisco,TX,Membership Organizations,33.1505998,-96.8238183,Small Business
Greater El Paso Chamber of Commerce Foundation,1,ESB,Mark Baxter,Hannah Kabakoff,El Paso,TX,Associations and Unions,31.7601164,-106.4870404,Small Business
Greater Houston Community Foundation (2nd Org),4,ENTR,Justin Raisor,Melissa Richard,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Enterprise
Green Beret Foundation - Next Ridgeline Project,1,ESB,Mark Baxter,Hannah Kabakoff,San Antonio,TX,Associations and Unions,29.4246002,-98.4951405,Small Business
HOUSTON HOSPICE,1,MM,Michael Shroff,Alexis Casby,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Mid-Market
Habits for Humanity Forth Worth Area (New Address),1,ENTR,JUSTIN SCHUMER,Shane Carter,Fort Worth,TX,Associations and Unions,32.753177,-97.3327459,
Harris County Sheriff Office Reserve,1,MM,Michael Shroff,Alexis Casby,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Mid-Market
Helping Everyone Reach Outstanding Educational Success,1,MM,Michael Shroff,Megan Linaugh,Richardson,TX,Associations and Unions,32.9481789,-96.7297206,Mid-Market
Houston Arts Alliance,1,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
Houston CPA Society,1,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
Houston Entrepreneurs' Organization,1,GRB,Salma Ferdowsi,James Coburn,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
Houston Veterans Chamber of Commerce,1,GRB,Salma Ferdowsi,James Coburn,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
IIT ALUMNI ASSOCIATION OF NORTH TEXAS,1,MM,Bryan Rees,Taylor Hernandez,Plano,TX,Membership Organizations,33.0136764,-96.6925096,Mid-Market
Jewish Community Center of Dallas,4,ENTR,Justin Simon,Linda Davis,Dallas,TX,Associations and Unions,32.7762719,-96.7968559,Enterprise
Jewish Federation of San Anto,4,GRB,Salma Ferdowsi,James Coburn,San Antonio,TX,Associations and Unions,29.4246002,-98.4951405,Small Business
Junior Achievement of Brazoria County,3,ENTR,Justin Simon,Velma Hutchins,Lake Jackson,TX,Membership Organizations,29.048099,-95.4585418,Enterprise
Junior Achievement of Central Texas,3,ENTR,Justin Simon,Velma Hutchins,Round Rock,TX,Membership Organizations,30.5085915,-97.6788056,Enterprise
Junior Achievement of Dallas,3,ENTR,Justin Simon,Velma Hutchins,Dallas,TX,Membership Organizations,32.7762719,-96.7968559,Enterprise
Just Say YES,2,ESB,Mark Baxter,Hannah Kabakoff,Richardson,TX,Membership Organizations,32.9481789,-96.7297206,Small Business
Kickstart Kids,4,GRB,Salma Ferdowsi,James Coburn,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
Kids Are First,1,MM,Bryan Rees,Taylor Hernandez,Carrizo Spgs,TX,Membership Organizations,,,Mid-Market
Leadership Education Foundation,1,MM,Bryan Rees,Taylor Hernandez,College Station,TX,Associations and Unions,30.6183939,-96.3455991,Mid-Market
Learning For Life,3,ENTR,Rebecca Temple,Justin Simon,Irving,TX,Membership Organizations,32.8295183,-96.9442177,
MENTAL HEALTH AMERICA OF GREATER HOUSTON INC,2,GRB,Salma Ferdowsi,James Coburn,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
Marathon Kids,2,ESB,Mark Baxter,Hannah Kabakoff,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Small Business
McKenna Management,1,GRB,Salma Ferdowsi,James Coburn,New Braunfels,TX,Associations and Unions,29.7028266,-98.1257348,Small Business
Media Impact International,1,GRB,Salma Ferdowsi,James Coburn,Roanoke,TX,Associations and Unions,33.0040126,-97.2258483,Small Business
Mercy Street,2,GRB,Salma Ferdowsi,James Coburn,Dallas,TX,Membership Organizations,32.7762719,-96.7968559,Small Business
Methodist Retirement Community,1,MM,Bryan Rees,Taylor Hernandez,Spring,TX,Associations and Unions,30.0795707,-95.4187924,Mid-Market
"Miss Rodeo Texas, Inc",5,MM,Bryan Rees,Taylor Hernandez,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Mid-Market
Mission Capital,1,GRB,Salma Ferdowsi,James Coburn,Austin,TX,Associations and Unions,30.2711286,-97.7436995,Small Business
Mission Capital (New Org),2,GRB,Salma Ferdowsi,James Coburn,Austin,TX,Associations and Unions,30.2711286,-97.7436995,Small Business
My Good Days Organization,3,GRB,Salma Ferdowsi,James Coburn,Frisco,TX,Membership Organizations,33.1505998,-96.8238183,Small Business
NITROAA,1,ESB,Mark Baxter,Hannah Kabakoff,Round Rock,TX,Associations and Unions,30.5085915,-97.6788056,Small Business
National Boy Scouts of America Council,3,ENTR,Rebecca Temple,Justin Simon,Irving,TX,Membership Organizations,32.8295183,-96.9442177,
National Diversity Council,1,GRB,Salma Ferdowsi,James Coburn,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
"NextOp, Inc.",3,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
North Central Texas Trauma Regional Advisory Council Inc,1,GRB,Salma Ferdowsi,James Coburn,Arlington,TX,Associations and Unions,32.7355816,-97.1071186,Small Business
North Coast Athletic Conference,3,MM,Bryan Rees,Taylor Hernandez,Plano,TX,Membership Organizations,33.0136764,-96.6925096,Mid-Market
"Operation Homefront, Inc",2,MM,Bryan Rees,Jeffrey Goldstein,San Antonio,TX,Associations and Unions,29.4246002,-98.4951405,Mid-Market
Order of the Arrow BSA,1,MM,Michael Shroff,Megan Linaugh,Irving,TX,Membership Organizations,32.8295183,-96.9442177,Mid-Market
Our Future Children Inc,1,GRB,Salma Ferdowsi,James Coburn,Dallas,TX,Membership Organizations,32.7762719,-96.7968559,Small Business
Pais Movement,1,MM,Bryan Rees,Taylor Hernandez,Arlington,TX,Associations and Unions,32.7355816,-97.1071186,Mid-Market
Partnership for the Advancement and Immersion of Refugees,1,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
Planned Living Assistance Network of Central Texas Inc,1,ESB,Mark Baxter,Hannah Kabakoff,Austin,TX,Associations and Unions,30.2711286,-97.7436995,Small Business
Prepared 4 Life,2,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Small Business
Project QUEST,5,GRB,Salma Ferdowsi,James Coburn,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Small Business
Purple Hearts Inc,1,GRB,Salma Ferdowsi,James Coburn,Fort Worth,TX,Associations and Unions,32.753177,-97.3327459,Small Business
Qualtex Laboratories,3,MM,Bryan Rees,Taylor Hernandez,San Antonio,TX,Associations and Unions,29.4246002,-98.4951405,Mid-Market
RAINBOW DAYS INC,1,GRB,Salma Ferdowsi,James Coburn,Dallas,TX,Membership Organizations,32.7762719,-96.7968559,Small Business
REDM,1,MM,Bryan Rees,Taylor Hernandez,Montgomery,TX,Associations and Unions,30.301949,-95.5065944,Mid-Market
ReBirth Empowerment Education,2,ESB,Mark Baxter,Hannah Kabakoff,Dallas,TX,Membership Organizations,32.7762719,-96.7968559,Small Business
Rivertree Academy Inc,1,GRB,Salma Ferdowsi,James Coburn,Fort Worth,TX,Membership Organizations,32.753177,-97.3327459,Small Business
Rupani Foundation,1,MM,Michael Shroff,Alexis Casby,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Mid-Market
SCOTTISH RITE EDUCATIONAL ASSOCIATION OF TEXAS,3,GRB,Salma Ferdowsi,James Coburn,Austin,TX,Membership Organizations,30.2711286,-97.7436995,Small Business
Salesmanship Club Of Dallas,1,GRB,Salma Ferdowsi,James Coburn,Dallas,TX,Associations and Unions,32.7762719,-96.7968559,Small Business
Salesmanship Club of Dallas,1,GRB,Salma Ferdowsi,James Coburn,Dallas,TX,Associations and Unions,32.7762719,-96.7968559,Small Business
"Sam Houston Area Council, Boy Scouts of America",3,MM,Michael Shroff,Alexis Casby,Houston,TX,Membership Organizations,29.7589382,-95.3676974,Mid-Market
San Antonio Education Partnership,3,GRB,Salma Ferdowsi,James Coburn,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Small Business
San Antonio Education Partnership (2nd Org),3,GRB,Salma Ferdowsi,James Coburn,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Small Business
San Antonio Education Partnership (3rd Instance),1,GRB,Salma Ferdowsi,James Coburn,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Small Business
San Antonio Golf Association Inc.,3,GRB,Salma Ferdowsi,James Coburn,San Antonio,TX,Membership Organizations,29.4246002,-98.4951405,Small Business
"Servolution Network, Inc.",1,MM,Bryan Rees,Taylor Hernandez,Azle,TX,Associations and Unions,32.8975875,-97.5437799,Mid-Market
Sigma Performance Swimming,1,MM,Bryan Rees,Taylor Hernandez,Fort Worth,TX,Associations and Unions,32.753177,-97.3327459,Mid-Market
Sigma Phi Delta Foundation,1,ESB,Mark Baxter,Hannah Kabakoff,Wylie,TX,Associations and Unions,33.0151561,-96.5388038,Small Business
Society of Petroleum Engineers (Sales & Marketing),1,MM,Michael Shroff,Megan Linaugh,Richardson,TX,Associations and Unions,32.9481789,-96.7297206,Mid-Market
Society of Petroleum Engineers Inc.,2,MM,Michael Shroff,Megan Linaugh,Richardson,TX,Associations and Unions,32.9481789,-96.7297206,Mid-Market
